# name<TAB>version<TAB>platforms<TAB>declared-license<TAB>source<TAB>repository
# Generated from the locked quirl-cli normal/build closure for all supported release targets.
simd-adler32	0.3.10	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/mcountryman/simd-adler32
smallvec	1.15.2	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/servo/rust-smallvec
smawk	0.3.3	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/mgeisler/smawk
spm_precompiled	0.1.4	linux,macos	Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/huggingface/spm_precompiled
static_assertions	1.1.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/nvzqz/static-assertions-rs
strip-ansi-escapes	0.2.1	linux,macos	Apache-2.0/MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/luser/strip-ansi-escapes
strsim	0.11.1	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/rapidfuzz/strsim-rs
strum	0.27.2	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/Peternator7/strum
strum	0.28.0	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/Peternator7/strum
strum_macros	0.27.2	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/Peternator7/strum
strum_macros	0.28.0	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/Peternator7/strum
subtle	2.6.1	linux,macos	BSD-3-Clause	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dalek-cryptography/subtle
syn	2.0.119	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/syn
syn	3.0.3	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/syn
syntect	5.3.0	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/trishume/syntect
textwrap	0.16.2	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/mgeisler/textwrap
thiserror	1.0.69	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/thiserror
thiserror	2.0.20	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/thiserror
thiserror-impl	1.0.69	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/thiserror
thiserror-impl	2.0.20	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/thiserror
tokenizers	0.21.4	linux,macos	Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/huggingface/tokenizers
toml	0.9.12+spec-1.1.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/toml-rs/toml
toml_datetime	0.7.5+spec-1.1.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/toml-rs/toml
toml_parser	1.1.3+spec-1.1.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/toml-rs/toml
toml_writer	1.1.2+spec-1.1.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/toml-rs/toml
typeid	1.0.3	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/typeid
typenum	1.20.1	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/paholg/typenum
unicase	2.9.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/seanmonstar/unicase
unicode-ident	1.0.24	linux,macos	(MIT OR Apache-2.0) AND Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/unicode-ident
unicode-linebreak	0.1.5	linux,macos	Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/axelf4/unicode-linebreak
unicode-normalization-alignments	0.1.12	linux,macos	MIT/Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/n1t0/unicode-normalization
unicode-segmentation	1.13.3	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/unicode-rs/unicode-segmentation
unicode-truncate	2.0.1	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/Aetf/unicode-truncate
unicode-width	0.1.14	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/unicode-rs/unicode-width
unicode-width	0.2.2	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/unicode-rs/unicode-width
unicode_categories	0.1.1	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/swgillespie/unicode-categories
unsafe-libyaml	0.2.11	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/unsafe-libyaml
untrusted	0.9.0	linux,macos	ISC	registry+https://github.com/rust-lang/crates.io-index	https://github.com/briansmith/untrusted
ureq	3.3.0	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/algesten/ureq
ureq-proto	0.6.1	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/algesten/ureq-proto
utf8-zero	0.8.1	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/algesten/utf8-zero
utf8parse	0.2.2	linux,macos	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/alacritty/vte
vcpkg	0.2.15	linux,macos	MIT/Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/mcgoo/vcpkg-rs
version_check	0.9.5	linux,macos	MIT/Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/SergioBenitez/version_check
vt100	0.15.2	linux,macos	MIT	vendored+vendor/vt100	https://github.com/doy/vt100-rust
vte	0.11.1	linux,macos	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/alacritty/vte
vte	0.14.1	linux,macos	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/alacritty/vte
vte_generate_state_changes	0.1.2	linux,macos	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/alacritty/vte
walkdir	2.5.0	linux,macos	Unlicense/MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/BurntSushi/walkdir
wasmparser	0.256.0	linux,macos	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasmparser
webpki-roots	1.0.9	linux,macos	CDLA-Permissive-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/rustls/webpki-roots
weezl	0.1.12	linux,macos	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	https://github.com/image-rs/weezl
which	8.0.5	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/harryfei/which-rs.git
winnow	0.7.15	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/winnow-rs/winnow
winnow	1.0.4	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/winnow-rs/winnow
zerocopy	0.8.56	linux,macos	BSD-2-Clause OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/google/zerocopy
zerocopy-derive	0.8.56	linux,macos	BSD-2-Clause OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/google/zerocopy
zeroize	1.9.0	linux,macos	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/RustCrypto/utils
zmij	1.0.23	linux,macos	MIT	registry+https://github.com/rust-lang/crates.io-index	https://github.com/dtolnay/zmij
zune-core	0.5.3	linux,macos	MIT OR Apache-2.0 OR Zlib	registry+https://github.com/rust-lang/crates.io-index	https://github.com/etemesi254/zune-image
zune-jpeg	0.5.15	linux,macos	MIT OR Apache-2.0 OR Zlib	registry+https://github.com/rust-lang/crates.io-index	https://github.com/etemesi254/zune-image/tree/dev/crates/zune-jpeg
